Computer Design,Computer Networking,Artificial Intelligence I,Computation Theory,Computer Graphics,Compiler Construction,Complexity Theory,Concepts in Programming Languages,Concurrent and Distributed Systems,Databases,"Economics, Law and Ethics",Further Java,Mathematical Methods,Logic and Proof,Programming in C and C++,Prolog,Security I,Semantics of Programming Languages,Software Engineering
2002 Paper 6 Question 2,,,1997 Paper 4 Question 8 = Paper 11 Question 9,2000 Paper 4 Question 10 = Paper 11 Question 11,2001 Paper 4 Question 4 = Paper 11 Question 4,1997 Paper 6 Question 11 = Paper 13 Question 12,,,1997 Paper 6 Question 8 = Paper 13 Question 9,,,,1997 Paper 6 Question 10,,,,1997 Paper 6 Question 12,
2001 Paper 3 Question 6,,,1996 Paper 3 Question 9 = Paper 10 Question 10,2000 Paper 5 Question 4 = Paper 12 Question 4,2001 Paper 5 Question 6 = Paper 12 Question 7,1996 Paper 5 Question 11 = Paper 12 Question 13,,,1996 Paper 5 Question 8 = Paper 12 Question 9,,,,1996 Paper 5 Question 10,,,,1994 Paper 7 Question 13,
2001 Paper 5 Question 2,,,1996 Paper 4 Question 8 = Paper 11 Question 9,2000 Paper 6 Question 4 = Paper 13 Question 4,2001 Paper 6 Question 6 = Paper 13 Question 7,1996 Paper 6 Question 11 = Paper 13 Question 13,,,1996 Paper 6 Question 8 = Paper 13 Question 9,,,,1996 Paper 6 Question 10,,,,1994 Paper 8 Question 12,
2001 Paper 6 Question 2,,,1995 Paper 3 Question 9 = Paper 10 Question 10,1999 Paper 4 Question 10 = Paper 11 Question 11,2000 Paper 3 Question 3 = Paper 10 Question 4,1995 Paper 5 Question 11 = Paper 8 Question 13 = Paper 12 Question 13,,,1995 Paper 5 Question 8 = Paper 12 Question 9,,,,1995 Paper 5 Question 9,,,,1994 Paper 9 Question 12,
2000 Paper 3 Question 6 ,,,1995 Paper 4 Question 9 = Paper 11 Question 10,1999 Paper 5 Question 4 = Paper 12 Question 4,2000 Paper 4 Question 4 = Paper 11 Question 4,1995 Paper 6 Question 11 = Paper 9 Question 13 = Paper 13 Question 13,,,1995 Paper 6 Question 8 = Paper 13 Question 9,,,,1995 Paper 6 Question 9,,,,,
2000 Paper 5 Question 2,,,1994 Paper 5 Question 11 = Paper 12 Question 11,1999 Paper 6 Question 4 = Paper 13 Question 4,2000 Paper 5 Question 6 = Paper 12 Question 7,1993 Paper 5 Question 11 = Paper 12 Question 11,,,1994 Paper 5 Question 8 = Paper 12 Question 8,,,,,,,,,
2000 Paper 6 Question 2 ,,,1994 Paper 6 Question 11 = Paper 13 Question 11,1998 Paper 4 Question 10 = Paper 11 Question 11,2000 Paper 6 Question 6 = Paper 13 Question 7,1993 Paper 6 Question 11 = Paper 13 Question 11,,,1994 Paper 6 Question 8 = Paper 13 Question 8,,,,,,,,,
1999 Paper 3 Question 7,,,1993 Paper 5 Question 10 = Paper 12 Question 10,1998 Paper 5 Question 4 = Paper 12 Question 4,1999 Paper 3 Question 4 = Paper 10 Question 4,,,,1993 Paper 5 Question 8 = Paper 12 Question 8,,,,,,,,,
1999 Paper 4 Question 6,,,1993 Paper 6 Question 10 = Paper 13 Question 10,1998 Paper 6 Question 4 = Paper 13 Question 4,1999 Paper 4 Question 4 = Paper 11 Question 4,,,,1993 Paper 6 Question 8 = Paper 13 Question 8,,,,,,,,,
1999 Paper 5 Question 2 ,,,,1997 Paper 4 Question 10 = Paper 11 Question 11,1999 Paper 5 Question 6 = Paper 12 Question 7,,,,,,,,,,,,,
